accession	accession_version	database	sra_accessions	strain	region	location	date	date_released	date_updated	length	host	isolate-lineage-source	biosample_accessions	authors	institution	submitter_country	country	division	abbr_authors	clade	qc.overallScore	qc.overallStatus	alignmentScore	alignmentStart	alignmentEnd	genome_coverage	age	gender	symptoms	published_clade
MN557281	MN557281.1	GenBank		MN557281	Asia		2009-XX-XX	2022-01-01	2022-01-01	894	"Homo sapiens"	feces		Zhang,J.,Liu,H.,Ma,S.	"Institute of Medical Biology, Chinese Academy of Medical Science, genetic laboratory"	China	China		"Zhang et al."		0	good	1858	2437	3330	0.120664057227696				
MN557282	MN557282.1	GenBank		MN557282	Asia		2015-XX-XX	2022-01-01	2022-01-01	894	"Homo sapiens"	feces		Zhang,J.,Liu,H.,Ma,S.	"Institute of Medical Biology, Chinese Academy of Medical Science, genetic laboratory"	China	China		"Zhang et al."		0	good	1858	2437	3330	0.120664057227696				
MN557283	MN557283.1	GenBank		MN557283	Asia		2010-XX-XX	2022-01-01	2022-01-01	894	"Homo sapiens"	feces		Zhang,J.,Liu,H.,Ma,S.	"Institute of Medical Biology, Chinese Academy of Medical Science, genetic laboratory"	China	China		"Zhang et al."		0	good	1838	2437	3330	0.120664057227696				
MN557284	MN557284.1	GenBank		MN557284	Asia		2015-XX-XX	2022-01-01	2022-01-01	894	"Homo sapiens"	feces		Zhang,J.,Liu,H.,Ma,S.	"Institute of Medical Biology, Chinese Academy of Medical Science, genetic laboratory"	China	China		"Zhang et al."		0	good	1822	2437	3330	0.120664057227696				
MN557285	MN557285.1	GenBank		MN557285	Asia		2017-XX-XX	2022-01-01	2022-01-01	894	"Homo sapiens"	feces		Zhang,J.,Liu,H.,Ma,S.	"Institute of Medical Biology, Chinese Academy of Medical Science, genetic laboratory"	China	China		"Zhang et al."		0	good	1806	2437	3330	0.120664057227696				
MN557286	MN557286.1	GenBank		MN557286	Asia		2017-XX-XX	2022-01-01	2022-01-01	894	"Homo sapiens"	feces		Zhang,J.,Liu,H.,Ma,S.	"Institute of Medical Biology, Chinese Academy of Medical Science, genetic laboratory"	China	China		"Zhang et al."		0	good	1810	2437	3330	0.120664057227696				
MN557287	MN557287.1	GenBank		MN557287	Asia		2017-XX-XX	2022-01-01	2022-01-01	894	"Homo sapiens"	feces		Zhang,J.,Liu,H.,Ma,S.	"Institute of Medical Biology, Chinese Academy of Medical Science, genetic laboratory"	China	China		"Zhang et al."		0	good	1806	2437	3330	0.120664057227696				
MN557288	MN557288.1	GenBank		MN557288	Asia		2017-XX-XX	2022-01-01	2022-01-01	894	"Homo sapiens"	feces		Zhang,J.,Liu,H.,Ma,S.	"Institute of Medical Biology, Chinese Academy of Medical Science, genetic laboratory"	China	China		"Zhang et al."		0	good	1806	2437	3330	0.120664057227696				
MN642090	MN642090.1	GenBank		MN642090	Asia		2017-XX-XX	2020-06-28	2020-06-28	801	"Homo sapiens"	oronasopharynx		Chen,C.,Xia,Y.,Zhu,S.,Xu,F.,Sun,Y.,Lu,H.,Gao,M.,Yang,Z.,Mao,Z.,Ge,Q.,Miao,Z.,Zhu,H.,Yao,P.	"Zhejiang Provincial Center for Disease Control and Prevention, Key Lab of Vaccine, Prevention and Control of Infectious Disease of Zhejiang Province"	China	China		"Chen et al."		0	good	1659	2482	3282	0.108111755972466				
MN642091	MN642091.1	GenBank		MN642091	Asia		2017-XX-XX	2020-06-28	2020-06-28	801	"Homo sapiens"	oronasopharynx		Chen,C.,Xia,Y.,Zhu,S.,Xu,F.,Sun,Y.,Lu,H.,Gao,M.,Yang,Z.,Mao,Z.,Ge,Q.,Miao,Z.,Zhu,H.,Yao,P.	"Zhejiang Provincial Center for Disease Control and Prevention, Key Lab of Vaccine, Prevention and Control of Infectious Disease of Zhejiang Province"	China	China		"Chen et al."		0	good	1643	2482	3282	0.108111755972466				
MN689742	MN689742.1	GenBank		30May2019/PAYSANDU/URUGUAY	"South America"		2019-05-30	2022-02-19	2022-02-19	303	"Homo sapiens"	swab		Lizasoain,A.,Mir,D.,Martinez,N.,Colina,R.	"Centro Universitario Regional del Litoral Norte, Universidad de la Republica, Departamento de Ciencias Biologicas"	Uruguay	Uruguay		"Lizasoain et al."		0	good	637	2590	2892	0.0408962073154272				
MN699160	MN699160.1	GenBank		CMH-S176-16	Asia		2016-07-11	2020-08-11	2020-08-11	222	"Homo sapiens"	feces		Rojjanadumrongkul,K.,Kumthip,K.,Khamrin,P.,Maneekarn,N.	"Faculty of Medicine, Chiang Mai University, Department of Microbiology"	Thailand	Thailand		"Rojjanadumrongkul et al."		4	good	439	2668	3028	0.0487245242272911				
MN699161	MN699161.1	GenBank		CMH-S177-16	Asia		2016-07-12	2020-08-11	2020-08-11	222	"Homo sapiens"	feces		Rojjanadumrongkul,K.,Kumthip,K.,Khamrin,P.,Maneekarn,N.	"Faculty of Medicine, Chiang Mai University, Department of Microbiology"	Thailand	Thailand		"Rojjanadumrongkul et al."		4	good	439	2668	3028	0.0487245242272911				
MN699162	MN699162.1	GenBank		CMH-S245-16	Asia		2016-12-XX	2020-08-11	2020-08-11	222	"Homo sapiens"	feces		Rojjanadumrongkul,K.,Kumthip,K.,Khamrin,P.,Maneekarn,N.	"Faculty of Medicine, Chiang Mai University, Department of Microbiology"	Thailand	Thailand		"Rojjanadumrongkul et al."		4	good	439	2668	3028	0.0487245242272911				
MN699163	MN699163.1	GenBank		CMH-ST14-17	Asia		2017-02-27	2020-08-11	2020-08-11	222	"Homo sapiens"	feces		Rojjanadumrongkul,K.,Kumthip,K.,Khamrin,P.,Maneekarn,N.	"Faculty of Medicine, Chiang Mai University, Department of Microbiology"	Thailand	Thailand		"Rojjanadumrongkul et al."		4	good	435	2668	3028	0.0487245242272911				
MN699164	MN699164.1	GenBank		CMH-S181-18	Asia		2018-11-21	2020-08-11	2020-08-11	222	"Homo sapiens"	feces		Rojjanadumrongkul,K.,Kumthip,K.,Khamrin,P.,Maneekarn,N.	"Faculty of Medicine, Chiang Mai University, Department of Microbiology"	Thailand	Thailand		"Rojjanadumrongkul et al."		0	good	466	2668	2889	0.0299635578350655				
MN920441	MN920441.1	GenBank		HEV17184309	Asia		2019-07-28	2021-01-20	2021-01-20	894	"Homo sapiens"	feces		Rao,Q.,Zhang,Z.,Sun,Q.	"The Affiliated Children's Hospital, Kunming Medical University, Pediatric Disease Research Institute"	China	China		"Rao et al."		0	good	1850	2437	3330	0.120664057227696				
MN920442	MN920442.1	GenBank		HEV16960497	Asia		2019-07-27	2021-01-20	2021-01-20	894	"Homo sapiens"	feces		Rao,Q.,Zhang,Z.,Sun,Q.	"The Affiliated Children's Hospital, Kunming Medical University, Pediatric Disease Research Institute"	China	China		"Rao et al."		0	good	1842	2437	3330	0.120664057227696				
MN920443	MN920443.1	GenBank		HEV17059231	Asia		2019-07-26	2021-01-20	2021-01-20	894	"Homo sapiens"	feces		Rao,Q.,Zhang,Z.,Sun,Q.	"The Affiliated Children's Hospital, Kunming Medical University, Pediatric Disease Research Institute"	China	China		"Rao et al."		0	good	1850	2437	3330	0.120664057227696				
MN920444	MN920444.1	GenBank		HEV9731702	Asia		2019-07-26	2021-01-20	2021-01-20	894	"Homo sapiens"	feces		Rao,Q.,Zhang,Z.,Sun,Q.	"The Affiliated Children's Hospital, Kunming Medical University, Pediatric Disease Research Institute"	China	China		"Rao et al."		0	good	1834	2437	3330	0.120664057227696				
MN920445	MN920445.1	GenBank		HEV17417789	Asia		2019-07-26	2021-01-20	2021-01-20	894	"Homo sapiens"	feces		Rao,Q.,Zhang,Z.,Sun,Q.	"The Affiliated Children's Hospital, Kunming Medical University, Pediatric Disease Research Institute"	China	China		"Rao et al."		0	good	1838	2437	3330	0.120664057227696				
MN920446	MN920446.1	GenBank		HEV17408254	Asia		2019-07-20	2021-01-20	2021-01-20	894	"Homo sapiens"	feces		Rao,Q.,Zhang,Z.,Sun,Q.	"The Affiliated Children's Hospital, Kunming Medical University, Pediatric Disease Research Institute"	China	China		"Rao et al."		0	good	1834	2437	3330	0.120664057227696				
MN920447	MN920447.1	GenBank		HEV849245	Asia		2019-08-08	2021-01-20	2021-01-20	894	"Homo sapiens"	feces		Rao,Q.,Zhang,Z.,Sun,Q.	"The Affiliated Children's Hospital, Kunming Medical University, Pediatric Disease Research Institute"	China	China		"Rao et al."		0	good	1846	2437	3330	0.120664057227696				
MN920448	MN920448.1	GenBank		HEV17065368	Asia		2019-07-20	2021-01-20	2021-01-20	894	"Homo sapiens"	feces		Rao,Q.,Zhang,Z.,Sun,Q.	"The Affiliated Children's Hospital, Kunming Medical University, Pediatric Disease Research Institute"	China	China		"Rao et al."		0	good	1842	2437	3330	0.120664057227696				
MN920449	MN920449.1	GenBank		HEV16922531	Asia		2019-07-18	2021-01-20	2021-01-20	894	"Homo sapiens"	feces		Rao,Q.,Zhang,Z.,Sun,Q.	"The Affiliated Children's Hospital, Kunming Medical University, Pediatric Disease Research Institute"	China	China		"Rao et al."		0	good	1838	2437	3330	0.120664057227696				
MN920450	MN920450.1	GenBank		HEV17351376	Asia		2019-07-18	2021-01-20	2021-01-20	894	"Homo sapiens"	feces		Rao,Q.,Zhang,Z.,Sun,Q.	"The Affiliated Children's Hospital, Kunming Medical University, Pediatric Disease Research Institute"	China	China		"Rao et al."		0	good	1862	2437	3330	0.120664057227696				
MN920451	MN920451.1	GenBank		HEV16259586	Asia		2019-07-20	2021-01-20	2021-01-20	894	"Homo sapiens"	feces		Rao,Q.,Zhang,Z.,Sun,Q.	"The Affiliated Children's Hospital, Kunming Medical University, Pediatric Disease Research Institute"	China	China		"Rao et al."		0	good	1838	2437	3330	0.120664057227696				
MN920452	MN920452.1	GenBank		HEV9750469	Asia		2019-07-20	2021-01-20	2021-01-20	894	"Homo sapiens"	feces		Rao,Q.,Zhang,Z.,Sun,Q.	"The Affiliated Children's Hospital, Kunming Medical University, Pediatric Disease Research Institute"	China	China		"Rao et al."		0	good	1838	2437	3330	0.120664057227696				
MN920453	MN920453.1	GenBank		HEV16656907	Asia		2019-07-21	2021-01-20	2021-01-20	894	"Homo sapiens"	feces		Rao,Q.,Zhang,Z.,Sun,Q.	"The Affiliated Children's Hospital, Kunming Medical University, Pediatric Disease Research Institute"	China	China		"Rao et al."		0	good	1846	2437	3330	0.120664057227696				
MN920454	MN920454.1	GenBank		HEV16703605	Asia		2019-07-18	2021-01-20	2021-01-20	894	"Homo sapiens"	feces		Rao,Q.,Zhang,Z.,Sun,Q.	"The Affiliated Children's Hospital, Kunming Medical University, Pediatric Disease Research Institute"	China	China		"Rao et al."		0	good	1842	2437	3330	0.120664057227696				
MN920455	MN920455.1	GenBank		HEV16713415	Asia		2019-07-20	2021-01-20	2021-01-20	894	"Homo sapiens"	feces		Rao,Q.,Zhang,Z.,Sun,Q.	"The Affiliated Children's Hospital, Kunming Medical University, Pediatric Disease Research Institute"	China	China		"Rao et al."		0	good	1862	2437	3330	0.120664057227696				
MN920456	MN920456.1	GenBank		HEV17421971	Asia		2019-07-29	2021-01-20	2021-01-20	894	"Homo sapiens"	feces		Rao,Q.,Zhang,Z.,Sun,Q.	"The Affiliated Children's Hospital, Kunming Medical University, Pediatric Disease Research Institute"	China	China		"Rao et al."		0	good	1838	2437	3330	0.120664057227696				
MN920457	MN920457.1	GenBank		HEV17428236	Asia		2019-08-01	2021-01-20	2021-01-20	894	"Homo sapiens"	feces		Rao,Q.,Zhang,Z.,Sun,Q.	"The Affiliated Children's Hospital, Kunming Medical University, Pediatric Disease Research Institute"	China	China		"Rao et al."		0	good	1846	2437	3330	0.120664057227696				
MN920458	MN920458.1	GenBank		HEV16690682	Asia		2019-08-09	2021-01-20	2021-01-20	894	"Homo sapiens"	feces		Rao,Q.,Zhang,Z.,Sun,Q.	"The Affiliated Children's Hospital, Kunming Medical University, Pediatric Disease Research Institute"	China	China		"Rao et al."		0	good	1854	2437	3330	0.120664057227696				
MN920459	MN920459.1	GenBank		HEV845397	Asia		2019-07-16	2021-01-20	2021-01-20	894	"Homo sapiens"	feces		Rao,Q.,Zhang,Z.,Sun,Q.	"The Affiliated Children's Hospital, Kunming Medical University, Pediatric Disease Research Institute"	China	China		"Rao et al."		0	good	1842	2437	3330	0.120664057227696				
MN920460	MN920460.1	GenBank		HEV16435047	Asia		2019-07-30	2021-01-20	2021-01-20	894	"Homo sapiens"	feces		Rao,Q.,Zhang,Z.,Sun,Q.	"The Affiliated Children's Hospital, Kunming Medical University, Pediatric Disease Research Institute"	China	China		"Rao et al."		0	good	1834	2437	3330	0.120664057227696				
MN938591	MN938591.1	GenBank		1404F1CVA10	Asia		2017-XX-XX	2021-05-12	2021-05-12	980	"Homo sapiens"			Yu,H.,Zhou,Y.	"Fudan University, School of Public Health, Key Laboratory of Public Health Safety, Ministry of Education"	China	China	Henan	"Yu et al."		0	good	2024	2413	3392	0.132271561614253				
MN938592	MN938592.1	GenBank		1990F1CVA10	Asia		2017-XX-XX	2021-05-12	2021-05-12	926	"Homo sapiens"			Yu,H.,Zhou,Y.	"Fudan University, School of Public Health, Key Laboratory of Public Health Safety, Ministry of Education"	China	China	Henan	"Yu et al."		0	good	1943	2413	3407	0.134296126332838				
MN938593	MN938593.1	GenBank		3122F1CVA10	Asia		2017-XX-XX	2021-05-12	2021-05-12	983	"Homo sapiens"			Yu,H.,Zhou,Y.	"Fudan University, School of Public Health, Key Laboratory of Public Health Safety, Ministry of Education"	China	China	Henan	"Yu et al."		0	good	2029	2425	3407	0.13267647455797				
MN938594	MN938594.1	GenBank		3182F1CVA10	Asia		2017-XX-XX	2021-05-12	2021-05-12	995	"Homo sapiens"			Yu,H.,Zhou,Y.	"Fudan University, School of Public Health, Key Laboratory of Public Health Safety, Ministry of Education"	China	China	Henan	"Yu et al."		0	good	2045	2413	3407	0.134296126332838				
MN938595	MN938595.1	GenBank		3188Y1CVA10	Asia		2017-XX-XX	2021-05-12	2021-05-12	995	"Homo sapiens"			Yu,H.,Zhou,Y.	"Fudan University, School of Public Health, Key Laboratory of Public Health Safety, Ministry of Education"	China	China	Henan	"Yu et al."		0	good	2077	2413	3407	0.134296126332838				
MN938596	MN938596.1	GenBank		7562F1CVA10	Asia		2017-XX-XX	2021-05-12	2021-05-12	995	"Homo sapiens"			Yu,H.,Zhou,Y.	"Fudan University, School of Public Health, Key Laboratory of Public Health Safety, Ministry of Education"	China	China	Henan	"Yu et al."		0	good	2093	2413	3407	0.134296126332838				
MN938610	MN938610.1	GenBank		1108LK1CVA10	Asia		2017-XX-XX	2021-05-12	2021-05-12	736	"Homo sapiens"			Yu,H.,Zhou,Y.	"Fudan University, School of Public Health, Key Laboratory of Public Health Safety, Ministry of Education"	China	China	Henan	"Yu et al."		0	good	1528	2317	3052	0.0993386421919287				
MN938611	MN938611.1	GenBank		1355G1CVA10	Asia		2017-XX-XX	2021-05-12	2021-05-12	736	"Homo sapiens"			Yu,H.,Zhou,Y.	"Fudan University, School of Public Health, Key Laboratory of Public Health Safety, Ministry of Education"	China	China	Henan	"Yu et al."		0	good	1528	2317	3052	0.0993386421919287				
MN938612	MN938612.1	GenBank		1433PZ1CVA10	Asia		2017-XX-XX	2021-05-12	2021-05-12	736	"Homo sapiens"			Yu,H.,Zhou,Y.	"Fudan University, School of Public Health, Key Laboratory of Public Health Safety, Ministry of Education"	China	China	Henan	"Yu et al."		0	good	1525	2287	3052	0.1033877716291				
MN938613	MN938613.1	GenBank		1483Y1CVA10	Asia		2017-XX-XX	2021-05-12	2021-05-12	736	"Homo sapiens"			Yu,H.,Zhou,Y.	"Fudan University, School of Public Health, Key Laboratory of Public Health Safety, Ministry of Education"	China	China	Henan	"Yu et al."		0	good	1540	2317	3052	0.0993386421919287				
MN938614	MN938614.1	GenBank		1796G1CVA10	Asia		2017-XX-XX	2021-05-12	2021-05-12	736	"Homo sapiens"			Yu,H.,Zhou,Y.	"Fudan University, School of Public Health, Key Laboratory of Public Health Safety, Ministry of Education"	China	China	Henan	"Yu et al."		0	good	1541	2287	3052	0.1033877716291				
MN938615	MN938615.1	GenBank		1818G1CVA10	Asia		2017-XX-XX	2021-05-12	2021-05-12	736	"Homo sapiens"			Yu,H.,Zhou,Y.	"Fudan University, School of Public Health, Key Laboratory of Public Health Safety, Ministry of Education"	China	China	Henan	"Yu et al."		0	good	1533	2287	3052	0.1033877716291				
MN938616	MN938616.1	GenBank		1990G1CVA10	Asia		2017-XX-XX	2021-05-12	2021-05-12	736	"Homo sapiens"			Yu,H.,Zhou,Y.	"Fudan University, School of Public Health, Key Laboratory of Public Health Safety, Ministry of Education"	China	China	Henan	"Yu et al."		4	good	1538	2287	3110	0.111216088540964				
MN938617	MN938617.1	GenBank		2121G1CVA10	Asia		2017-XX-XX	2021-05-12	2021-05-12	736	"Homo sapiens"			Yu,H.,Zhou,Y.	"Fudan University, School of Public Health, Key Laboratory of Public Health Safety, Ministry of Education"	China	China	Henan	"Yu et al."		0	good	1529	2287	3052	0.1033877716291				
MN938618	MN938618.1	GenBank		2900F1CVA10	Asia		2017-XX-XX	2021-05-12	2021-05-12	734	"Homo sapiens"			Yu,H.,Zhou,Y.	"Fudan University, School of Public Health, Key Laboratory of Public Health Safety, Ministry of Education"	China	China	Henan	"Yu et al."		0	good	1514	2317	3050	0.0990687002294507				
MN938619	MN938619.1	GenBank		3109F1CVA10	Asia		2017-XX-XX	2021-05-12	2021-05-12	734	"Homo sapiens"			Yu,H.,Zhou,Y.	"Fudan University, School of Public Health, Key Laboratory of Public Health Safety, Ministry of Education"	China	China	Henan	"Yu et al."		0	good	1515	2287	3050	0.103117829666622				
MN938620	MN938620.1	GenBank		3114G1CVA10	Asia		2017-XX-XX	2021-05-12	2021-05-12	734	"Homo sapiens"			Yu,H.,Zhou,Y.	"Fudan University, School of Public Health, Key Laboratory of Public Health Safety, Ministry of Education"	China	China	Henan	"Yu et al."		0	good	1532	2287	3988	0.229720610068835				
MN938621	MN938621.1	GenBank		3188Y1CVA10	Asia		2017-XX-XX	2021-05-12	2021-05-12	693	"Homo sapiens"			Yu,H.,Zhou,Y.	"Fudan University, School of Public Health, Key Laboratory of Public Health Safety, Ministry of Education"	China	China	Henan	"Yu et al."		0	good	1444	2287	3009	0.0975840194358213				
MN938622	MN938622.1	GenBank		7078LK1CVA10	Asia		2017-XX-XX	2021-05-12	2021-05-12	736	"Homo sapiens"			Yu,H.,Zhou,Y.	"Fudan University, School of Public Health, Key Laboratory of Public Health Safety, Ministry of Education"	China	China	Henan	"Yu et al."		0	good	1525	2287	3052	0.1033877716291				
MN938623	MN938623.1	GenBank		7078N1CVA10	Asia		2017-XX-XX	2021-05-12	2021-05-12	736	"Homo sapiens"			Yu,H.,Zhou,Y.	"Fudan University, School of Public Health, Key Laboratory of Public Health Safety, Ministry of Education"	China	China	Henan	"Yu et al."		0	good	1517	2287	3052	0.1033877716291				
MN938624	MN938624.1	GenBank		7126LK1CVA10	Asia		2017-XX-XX	2021-05-12	2021-05-12	736	"Homo sapiens"			Yu,H.,Zhou,Y.	"Fudan University, School of Public Health, Key Laboratory of Public Health Safety, Ministry of Education"	China	China	Henan	"Yu et al."		0	good	1544	2317	3052	0.0993386421919287				
MN938625	MN938625.1	GenBank		7157LK1CVA10	Asia		2017-XX-XX	2021-05-12	2021-05-12	736	"Homo sapiens"			Yu,H.,Zhou,Y.	"Fudan University, School of Public Health, Key Laboratory of Public Health Safety, Ministry of Education"	China	China	Henan	"Yu et al."		0	good	1532	2317	3052	0.0993386421919287				
MN938626	MN938626.1	GenBank		7274G1CVA10	Asia		2017-XX-XX	2021-05-12	2021-05-12	736	"Homo sapiens"			Yu,H.,Zhou,Y.	"Fudan University, School of Public Health, Key Laboratory of Public Health Safety, Ministry of Education"	China	China	Henan	"Yu et al."		0	good	1544	2317	3052	0.0993386421919287				
MN938627	MN938627.1	GenBank		7374G1CVA10	Asia		2017-XX-XX	2021-05-12	2021-05-12	736	"Homo sapiens"			Yu,H.,Zhou,Y.	"Fudan University, School of Public Health, Key Laboratory of Public Health Safety, Ministry of Education"	China	China	Henan	"Yu et al."		0	good	1536	2317	3052	0.0993386421919287				
MN938628	MN938628.1	GenBank		7508F1CVA10	Asia		2017-XX-XX	2021-05-12	2021-05-12	721	"Homo sapiens"			Yu,H.,Zhou,Y.	"Fudan University, School of Public Health, Key Laboratory of Public Health Safety, Ministry of Education"	China	China	Henan	"Yu et al."		0	good	1507	2332	3052	0.0973140774733432				
MN938629	MN938629.1	GenBank		7508G1CVA10	Asia		2017-XX-XX	2021-05-12	2021-05-12	736	"Homo sapiens"			Yu,H.,Zhou,Y.	"Fudan University, School of Public Health, Key Laboratory of Public Health Safety, Ministry of Education"	China	China	Henan	"Yu et al."		0	good	1521	2287	3052	0.1033877716291				
MN938630	MN938630.1	GenBank		7529G1CVA10	Asia		2017-XX-XX	2021-05-12	2021-05-12	736	"Homo sapiens"			Yu,H.,Zhou,Y.	"Fudan University, School of Public Health, Key Laboratory of Public Health Safety, Ministry of Education"	China	China	Henan	"Yu et al."		0	good	1524	2317	3052	0.0993386421919287				
MN938631	MN938631.1	GenBank		7533F1CVA10	Asia		2017-XX-XX	2021-05-12	2021-05-12	736	"Homo sapiens"			Yu,H.,Zhou,Y.	"Fudan University, School of Public Health, Key Laboratory of Public Health Safety, Ministry of Education"	China	China	Henan	"Yu et al."		0	good	1524	2317	3052	0.0993386421919287				
MN938632	MN938632.1	GenBank		7533Y1CVA10	Asia		2017-XX-XX	2021-05-12	2021-05-12	730	"Homo sapiens"			Yu,H.,Zhou,Y.	"Fudan University, School of Public Health, Key Laboratory of Public Health Safety, Ministry of Education"	China	China	Henan	"Yu et al."		0	good	1518	2317	3046	0.0985288163044945				
